ID,Block,Category,Subcategory,Status
678,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Repair,ACTIVE
679,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Sales,ACTIVE
680,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Rental,ACTIVE
681,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Emergency Assistance,ACTIVE
682,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Corporate & Fleet Service,ACTIVE
683,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Passenger Vehicles,ACTIVE
684,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Commercial Vehicles,ACTIVE
685,"Automotive, Transportation & Logistics",EV & Hybrid Repair,Heavy-Duty Vehicles,ACTIVE
686,"Automotive, Transportation & Logistics",Car Wash & Detailing,Diagnostics,ACTIVE
687,"Automotive, Transportation & Logistics",Car Wash & Detailing,Scheduled Maintenance,ACTIVE
688,"Automotive, Transportation & Logistics",Car Wash & Detailing,Repair,ACTIVE
689,"Automotive, Transportation & Logistics",Car Wash & Detailing,Sales,ACTIVE
690,"Automotive, Transportation & Logistics",Car Wash & Detailing,Rental,ACTIVE
691,"Automotive, Transportation & Logistics",Car Wash & Detailing,Emergency Assistance,ACTIVE
692,"Automotive, Transportation & Logistics",Car Wash & Detailing,Corporate & Fleet Service,ACTIVE
693,"Automotive, Transportation & Logistics",Car Wash & Detailing,Passenger Vehicles,ACTIVE
694,"Automotive, Transportation & Logistics",Car Wash & Detailing,Commercial Vehicles,ACTIVE
695,"Automotive, Transportation & Logistics",Car Wash & Detailing,Heavy-Duty Vehicles,ACTIVE
696,"Automotive, Transportation & Logistics",Auto Dealerships,New Vehicles,ACTIVE
697,"Automotive, Transportation & Logistics",Auto Dealerships,Used Vehicles,ACTIVE
698,"Automotive, Transportation & Logistics",Auto Dealerships,Commercial Vehicles,ACTIVE
699,"Automotive, Transportation & Logistics",Auto Dealerships,Trucks,ACTIVE
700,"Automotive, Transportation & Logistics",Auto Dealerships,Electric Vehicles,ACTIVE
701,"Automotive, Transportation & Logistics",Auto Dealerships,Trade-In,ACTIVE
702,"Automotive, Transportation & Logistics",Auto Dealerships,Auction Vehicles,ACTIVE
703,"Automotive, Transportation & Logistics",Auto Dealerships,Vehicle Import,ACTIVE
704,"Automotive, Transportation & Logistics",Auto Dealerships,Vehicle Sourcing,ACTIVE
705,"Automotive, Transportation & Logistics",Auto Dealerships,Auto Financing,ACTIVE
706,"Automotive, Transportation & Logistics",Car Rental & Leasing,Diagnostics,ACTIVE
707,"Automotive, Transportation & Logistics",Car Rental & Leasing,Scheduled Maintenance,ACTIVE
708,"Automotive, Transportation & Logistics",Car Rental & Leasing,Repair,ACTIVE
709,"Automotive, Transportation & Logistics",Car Rental & Leasing,Sales,ACTIVE
710,"Automotive, Transportation & Logistics",Car Rental & Leasing,Rental,ACTIVE
711,"Automotive, Transportation & Logistics",Car Rental & Leasing,Emergency Assistance,ACTIVE
712,"Automotive, Transportation & Logistics",Car Rental & Leasing,Corporate & Fleet Service,ACTIVE
713,"Automotive, Transportation & Logistics",Car Rental & Leasing,Passenger Vehicles,ACTIVE
714,"Automotive, Transportation & Logistics",Car Rental & Leasing,Commercial Vehicles,ACTIVE
715,"Automotive, Transportation & Logistics",Car Rental & Leasing,Heavy-Duty Vehicles,ACTIVE
716,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Diagnostics,ACTIVE
717,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Scheduled Maintenance,ACTIVE
718,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Repair,ACTIVE
719,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Sales,ACTIVE
720,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Rental,ACTIVE
721,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Emergency Assistance,ACTIVE
722,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Corporate & Fleet Service,ACTIVE
723,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Passenger Vehicles,ACTIVE
724,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Commercial Vehicles,ACTIVE
725,"Automotive, Transportation & Logistics",Towing & Roadside Assistance,Heavy-Duty Vehicles,ACTIVE
726,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,FTL Freight,ACTIVE
727,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,LTL Freight,ACTIVE
728,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Dry van,ACTIVE
729,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Reefer Freight,ACTIVE
730,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Flatbed Freight,ACTIVE
731,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Container Shipping,ACTIVE
732,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Vehicle Transport,ACTIVE
733,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Oversized Loads,ACTIVE
734,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Hazardous Materials Transport,ACTIVE
735,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,International Freight,ACTIVE
736,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Long-Haul Transportation,ACTIVE
737,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Freight Forwarding,ACTIVE
738,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Truck Dispatching,ACTIVE
739,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Last-mile freight,ACTIVE
740,"Automotive, Transportation & Logistics",Freight Transportation & Trucking,Moving & Household Goods,ACTIVE
741,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Diagnostics,ACTIVE
742,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Scheduled Maintenance,ACTIVE
743,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Repair,ACTIVE
744,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Sales,ACTIVE
745,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Rental,ACTIVE
746,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Emergency Assistance,ACTIVE
747,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Corporate & Fleet Service,ACTIVE
748,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Passenger Vehicles,ACTIVE
749,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Commercial Vehicles,ACTIVE
750,"Automotive, Transportation & Logistics",Courier & Last-Mile Delivery,Heavy-Duty Vehicles,ACTIVE
751,Business & Professional Services,Business Consulting,Consultation,ACTIVE
752,Business & Professional Services,Business Consulting,Current-State Audit,ACTIVE
753,Business & Professional Services,Business Consulting,Strategy Development,ACTIVE
754,Business & Professional Services,Business Consulting,Business Plan Preparation,ACTIVE
755,Business & Professional Services,Business Consulting,Project Launch,ACTIVE
756,Business & Professional Services,Business Consulting,Operational Support,ACTIVE
757,Business & Professional Services,Business Consulting,Team Training,ACTIVE
758,Business & Professional Services,Business Consulting,Solution Selection,ACTIVE
759,Business & Professional Services,Business Consulting,Ongoing Support,ACTIVE
760,Business & Professional Services,Business Consulting,Crisis Management,ACTIVE
761,Business & Professional Services,Business Consulting,International Expansion,ACTIVE
762,Business & Professional Services,Management & Strategy Consulting,Consultation,ACTIVE
763,Business & Professional Services,Management & Strategy Consulting,Current-State Audit,ACTIVE
764,Business & Professional Services,Management & Strategy Consulting,Strategy Development,ACTIVE
765,Business & Professional Services,Management & Strategy Consulting,Business Plan Preparation,ACTIVE
766,Business & Professional Services,Management & Strategy Consulting,Project Launch,ACTIVE
767,Business & Professional Services,Management & Strategy Consulting,Operational Support,ACTIVE
768,Business & Professional Services,Management & Strategy Consulting,Team Training,ACTIVE
769,Business & Professional Services,Management & Strategy Consulting,Solution Selection,ACTIVE
770,Business & Professional Services,Management & Strategy Consulting,Ongoing Support,ACTIVE
771,Business & Professional Services,Management & Strategy Consulting,Crisis Management,ACTIVE
772,Business & Professional Services,Management & Strategy Consulting,International Expansion,ACTIVE
773,Business & Professional Services,Franchises & Franchising,Franchise Directory,ACTIVE
774,Business & Professional Services,Franchises & Franchising,Franchise Development,ACTIVE
775,Business & Professional Services,Franchises & Franchising,Franchise Packaging,ACTIVE
776,Business & Professional Services,Franchises & Franchising,Franchise Sales,ACTIVE
777,Business & Professional Services,Franchises & Franchising,Franchise Acquisition,ACTIVE
778,Business & Professional Services,Franchises & Franchising,Franchise Consulting,ACTIVE
779,Business & Professional Services,Franchises & Franchising,Franchise Legal Support,ACTIVE
780,Business & Professional Services,Franchises & Franchising,Franchise Financial Model,ACTIVE
781,Business & Professional Services,Franchises & Franchising,Franchise Network Marketing,ACTIVE
782,Business & Professional Services,Franchises & Franchising,Franchisee Recruitment,ACTIVE
783,Business & Professional Services,Franchises & Franchising,Franchise Audit,ACTIVE
784,Business & Professional Services,Franchises & Franchising,International Franchising,ACTIVE
785,Business & Professional Services,Franchises & Franchising,Master Franchise,ACTIVE
786,Business & Professional Services,Franchises & Franchising,Franchisee Training,ACTIVE
787,Business & Professional Services,Franchises & Franchising,Franchise Network Management,ACTIVE
788,Business & Professional Services,Buying & Selling Businesses,Consultation,ACTIVE
789,Business & Professional Services,Buying & Selling Businesses,Current-State Audit,ACTIVE
790,Business & Professional Services,Buying & Selling Businesses,Strategy Development,ACTIVE
791,Business & Professional Services,Buying & Selling Businesses,Business Plan Preparation,ACTIVE
792,Business & Professional Services,Buying & Selling Businesses,Project Launch,ACTIVE
793,Business & Professional Services,Buying & Selling Businesses,Operational Support,ACTIVE
794,Business & Professional Services,Buying & Selling Businesses,Team Training,ACTIVE
795,Business & Professional Services,Buying & Selling Businesses,Solution Selection,ACTIVE
796,Business & Professional Services,Buying & Selling Businesses,Ongoing Support,ACTIVE
797,Business & Professional Services,Buying & Selling Businesses,Crisis Management,ACTIVE
798,Business & Professional Services,Investment & Financial Projects,Consultation,ACTIVE
799,Business & Professional Services,Investment & Financial Projects,Current-State Audit,ACTIVE
800,Business & Professional Services,Investment & Financial Projects,Strategy Development,ACTIVE
801,Business & Professional Services,Investment & Financial Projects,Business Plan Preparation,ACTIVE
802,Business & Professional Services,Investment & Financial Projects,Project Launch,ACTIVE
803,Business & Professional Services,Investment & Financial Projects,Operational Support,ACTIVE
804,Business & Professional Services,Investment & Financial Projects,Team Training,ACTIVE
805,Business & Professional Services,Investment & Financial Projects,Solution Selection,ACTIVE
806,Business & Professional Services,Investment & Financial Projects,Ongoing Support,ACTIVE
807,Business & Professional Services,Investment & Financial Projects,Crisis Management,ACTIVE
808,Business & Professional Services,Investment & Financial Projects,International Expansion,ACTIVE
809,Business & Professional Services,HR & Recruitment,Consultation,ACTIVE
810,Business & Professional Services,HR & Recruitment,Current-State Audit,ACTIVE
811,Business & Professional Services,HR & Recruitment,Strategy Development,ACTIVE
812,Business & Professional Services,HR & Recruitment,Business Plan Preparation,ACTIVE
813,Business & Professional Services,HR & Recruitment,Project Launch,ACTIVE
814,Business & Professional Services,HR & Recruitment,Operational Support,ACTIVE
815,Business & Professional Services,HR & Recruitment,Team Training,ACTIVE
816,Business & Professional Services,HR & Recruitment,Solution Selection,ACTIVE
817,Business & Professional Services,HR & Recruitment,Ongoing Support,ACTIVE
818,Business & Professional Services,HR & Recruitment,Crisis Management,ACTIVE
819,Business & Professional Services,HR Administration & Payroll,Consultation,ACTIVE
820,Business & Professional Services,HR Administration & Payroll,Current-State Audit,ACTIVE
821,Business & Professional Services,HR Administration & Payroll,Strategy Development,ACTIVE
822,Business & Professional Services,HR Administration & Payroll,Business Plan Preparation,ACTIVE
823,Business & Professional Services,HR Administration & Payroll,Project Launch,ACTIVE
824,Business & Professional Services,HR Administration & Payroll,Operational Support,ACTIVE
825,Business & Professional Services,HR Administration & Payroll,Team Training,ACTIVE
826,Business & Professional Services,HR Administration & Payroll,Solution Selection,ACTIVE
827,Business & Professional Services,HR Administration & Payroll,Ongoing Support,ACTIVE
828,Business & Professional Services,HR Administration & Payroll,Crisis Management,ACTIVE
829,Business & Professional Services,Business Process Outsourcing,Consultation,ACTIVE
830,Business & Professional Services,Business Process Outsourcing,Current-State Audit,ACTIVE
831,Business & Professional Services,Business Process Outsourcing,Strategy Development,ACTIVE
832,Business & Professional Services,Business Process Outsourcing,Business Plan Preparation,ACTIVE
833,Business & Professional Services,Business Process Outsourcing,Project Launch,ACTIVE
834,Business & Professional Services,Business Process Outsourcing,Operational Support,ACTIVE
835,Business & Professional Services,Business Process Outsourcing,Team Training,ACTIVE
836,Business & Professional Services,Business Process Outsourcing,Solution Selection,ACTIVE
837,Business & Professional Services,Business Process Outsourcing,Ongoing Support,ACTIVE
838,Business & Professional Services,Business Process Outsourcing,Crisis Management,ACTIVE
839,Business & Professional Services,"Translation, Localization & Apostille",Written Translation,ACTIVE
840,Business & Professional Services,"Translation, Localization & Apostille",Interpretation,ACTIVE
841,Business & Professional Services,"Translation, Localization & Apostille",Simultaneous Interpretation,ACTIVE
842,Business & Professional Services,"Translation, Localization & Apostille",Notarized Translation,ACTIVE
843,Business & Professional Services,"Translation, Localization & Apostille",Sworn Translation,ACTIVE
844,Business & Professional Services,"Translation, Localization & Apostille",Website & App Localization,ACTIVE
845,Business & Professional Services,"Translation, Localization & Apostille",Legal Document Translation,ACTIVE
846,Business & Professional Services,"Translation, Localization & Apostille",Medical Document Translation,ACTIVE
847,Business & Professional Services,"Translation, Localization & Apostille",Apostille,ACTIVE
848,Business & Professional Services,"Translation, Localization & Apostille",Document Legalization,ACTIVE
849,Business & Professional Services,"Translation, Localization & Apostille",Consular Authentication,ACTIVE
850,Business & Professional Services,"Translation, Localization & Apostille",Immigration Translation,ACTIVE
851,Business & Professional Services,"Translation, Localization & Apostille",Subtitle Translation,ACTIVE
852,Business & Professional Services,"Certification, Licensing & Compliance",Consultation,ACTIVE
853,Business & Professional Services,"Certification, Licensing & Compliance",Current-State Audit,ACTIVE
854,Business & Professional Services,"Certification, Licensing & Compliance",Strategy Development,ACTIVE
855,Business & Professional Services,"Certification, Licensing & Compliance",Business Plan Preparation,ACTIVE
856,Business & Professional Services,"Certification, Licensing & Compliance",Project Launch,ACTIVE
857,Business & Professional Services,"Certification, Licensing & Compliance",Operational Support,ACTIVE
858,Business & Professional Services,"Certification, Licensing & Compliance",Team Training,ACTIVE
859,Business & Professional Services,"Certification, Licensing & Compliance",Solution Selection,ACTIVE
860,Business & Professional Services,"Certification, Licensing & Compliance",Ongoing Support,ACTIVE
861,Business & Professional Services,"Certification, Licensing & Compliance",Crisis Management,ACTIVE
862,Business & Professional Services,Coworking & Virtual Offices,Consultation,ACTIVE
863,Business & Professional Services,Coworking & Virtual Offices,Current-State Audit,ACTIVE
864,Business & Professional Services,Coworking & Virtual Offices,Strategy Development,ACTIVE
865,Business & Professional Services,Coworking & Virtual Offices,Business Plan Preparation,ACTIVE
866,Business & Professional Services,Coworking & Virtual Offices,Project Launch,ACTIVE
867,Business & Professional Services,Coworking & Virtual Offices,Operational Support,ACTIVE
868,Business & Professional Services,Coworking & Virtual Offices,Team Training,ACTIVE
869,Business & Professional Services,Coworking & Virtual Offices,Solution Selection,ACTIVE
870,Business & Professional Services,Coworking & Virtual Offices,Ongoing Support,ACTIVE
871,Business & Professional Services,Coworking & Virtual Offices,Crisis Management,ACTIVE
872,Business & Professional Services,Customs Brokers & Foreign Trade Support,Consultation,ACTIVE
873,Business & Professional Services,Customs Brokers & Foreign Trade Support,Current-State Audit,ACTIVE
874,Business & Professional Services,Customs Brokers & Foreign Trade Support,Strategy Development,ACTIVE
875,Business & Professional Services,Customs Brokers & Foreign Trade Support,Business Plan Preparation,ACTIVE
876,Business & Professional Services,Customs Brokers & Foreign Trade Support,Project Launch,ACTIVE
877,Business & Professional Services,Customs Brokers & Foreign Trade Support,Operational Support,ACTIVE
878,Business & Professional Services,Customs Brokers & Foreign Trade Support,Team Training,ACTIVE
879,Business & Professional Services,Customs Brokers & Foreign Trade Support,Solution Selection,ACTIVE
880,Business & Professional Services,Customs Brokers & Foreign Trade Support,Ongoing Support,ACTIVE
881,Business & Professional Services,Customs Brokers & Foreign Trade Support,Crisis Management,ACTIVE
882,Business & Professional Services,Business Security,Consultation,ACTIVE
883,Business & Professional Services,Business Security,Current-State Audit,ACTIVE
884,Business & Professional Services,Business Security,Strategy Development,ACTIVE
885,Business & Professional Services,Business Security,Business Plan Preparation,ACTIVE
886,Business & Professional Services,Business Security,Project Launch,ACTIVE
887,Business & Professional Services,Business Security,Operational Support,ACTIVE
888,Business & Professional Services,Business Security,Team Training,ACTIVE
889,Business & Professional Services,Business Security,Solution Selection,ACTIVE
890,Business & Professional Services,Business Security,Ongoing Support,ACTIVE
891,Business & Professional Services,Business Security,Crisis Management,ACTIVE
892,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Custom Manufacturing,ACTIVE
893,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Mass Production,ACTIVE
894,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Wholesale Supply,ACTIVE
895,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Retail Sales,ACTIVE
896,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Contract Manufacturing,ACTIVE
897,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Private label,ACTIVE
898,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Export,ACTIVE
899,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Import,ACTIVE
900,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Project Procurement,ACTIVE
901,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Maintenance,ACTIVE
902,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Corporate Procurement,ACTIVE
903,"Manufacturing, Trade & Agriculture",Manufacturing Companies,Custom Products,ACTIVE
904,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Custom Manufacturing,ACTIVE
905,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Mass Production,ACTIVE
906,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Wholesale Supply,ACTIVE
907,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Retail Sales,ACTIVE
908,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Contract Manufacturing,ACTIVE
909,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Private label,ACTIVE
910,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Export,ACTIVE
911,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Import,ACTIVE
912,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Project Procurement,ACTIVE
913,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Maintenance,ACTIVE
914,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Corporate Procurement,ACTIVE
915,"Manufacturing, Trade & Agriculture",Wholesale Trade & Distribution,Custom Products,ACTIVE
916,"Manufacturing, Trade & Agriculture",Retail Stores,Custom Manufacturing,ACTIVE
917,"Manufacturing, Trade & Agriculture",Retail Stores,Mass Production,ACTIVE
918,"Manufacturing, Trade & Agriculture",Retail Stores,Wholesale Supply,ACTIVE
919,"Manufacturing, Trade & Agriculture",Retail Stores,Retail Sales,ACTIVE
920,"Manufacturing, Trade & Agriculture",Retail Stores,Contract Manufacturing,ACTIVE
921,"Manufacturing, Trade & Agriculture",Retail Stores,Private label,ACTIVE
922,"Manufacturing, Trade & Agriculture",Retail Stores,Export,ACTIVE
923,"Manufacturing, Trade & Agriculture",Retail Stores,Import,ACTIVE
924,"Manufacturing, Trade & Agriculture",Retail Stores,Project Procurement,ACTIVE
925,"Manufacturing, Trade & Agriculture",Retail Stores,Maintenance,ACTIVE
926,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Custom Manufacturing,ACTIVE
927,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Mass Production,ACTIVE
928,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Wholesale Supply,ACTIVE
929,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Retail Sales,ACTIVE
930,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Contract Manufacturing,ACTIVE
931,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Private label,ACTIVE
932,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Export,ACTIVE
933,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Import,ACTIVE
934,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Project Procurement,ACTIVE
935,"Manufacturing, Trade & Agriculture",Online Stores & Marketplaces,Maintenance,ACTIVE
936,"Manufacturing, Trade & Agriculture",Export & Import,Custom Manufacturing,ACTIVE
937,"Manufacturing, Trade & Agriculture",Export & Import,Mass Production,ACTIVE
938,"Manufacturing, Trade & Agriculture",Export & Import,Wholesale Supply,ACTIVE
939,"Manufacturing, Trade & Agriculture",Export & Import,Retail Sales,ACTIVE
940,"Manufacturing, Trade & Agriculture",Export & Import,Contract Manufacturing,ACTIVE
941,"Manufacturing, Trade & Agriculture",Export & Import,Private label,ACTIVE
942,"Manufacturing, Trade & Agriculture",Export & Import,Export,ACTIVE
943,"Manufacturing, Trade & Agriculture",Export & Import,Import,ACTIVE
944,"Manufacturing, Trade & Agriculture",Export & Import,Project Procurement,ACTIVE
945,"Manufacturing, Trade & Agriculture",Export & Import,Maintenance,ACTIVE
946,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Custom Manufacturing,ACTIVE
947,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Mass Production,ACTIVE
948,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Wholesale Supply,ACTIVE
949,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Retail Sales,ACTIVE
950,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Contract Manufacturing,ACTIVE
951,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Private label,ACTIVE
952,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Export,ACTIVE
953,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Import,ACTIVE
954,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Project Procurement,ACTIVE
955,"Manufacturing, Trade & Agriculture",Equipment Suppliers,Maintenance,ACTIVE
956,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Custom Manufacturing,ACTIVE
957,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Mass Production,ACTIVE
958,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Wholesale Supply,ACTIVE
959,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Retail Sales,ACTIVE
960,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Contract Manufacturing,ACTIVE
961,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Private label,ACTIVE
962,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Export,ACTIVE
963,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Import,ACTIVE
964,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Project Procurement,ACTIVE
965,"Manufacturing, Trade & Agriculture",Industrial Repair & Maintenance,Maintenance,ACTIVE
966,"Manufacturing, Trade & Agriculture",Food Manufacturing,Custom Manufacturing,ACTIVE
967,"Manufacturing, Trade & Agriculture",Food Manufacturing,Mass Production,ACTIVE
968,"Manufacturing, Trade & Agriculture",Food Manufacturing,Wholesale Supply,ACTIVE
969,"Manufacturing, Trade & Agriculture",Food Manufacturing,Retail Sales,ACTIVE
970,"Manufacturing, Trade & Agriculture",Food Manufacturing,Contract Manufacturing,ACTIVE
971,"Manufacturing, Trade & Agriculture",Food Manufacturing,Private label,ACTIVE
972,"Manufacturing, Trade & Agriculture",Food Manufacturing,Export,ACTIVE
973,"Manufacturing, Trade & Agriculture",Food Manufacturing,Import,ACTIVE
974,"Manufacturing, Trade & Agriculture",Food Manufacturing,Project Procurement,ACTIVE
975,"Manufacturing, Trade & Agriculture",Food Manufacturing,Maintenance,ACTIVE
976,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Custom Manufacturing,ACTIVE
977,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Mass Production,ACTIVE
978,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Wholesale Supply,ACTIVE
979,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Retail Sales,ACTIVE
980,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Contract Manufacturing,ACTIVE
981,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Private label,ACTIVE
982,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Export,ACTIVE
983,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Import,ACTIVE
984,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Project Procurement,ACTIVE
985,"Manufacturing, Trade & Agriculture",Light Industry & Apparel,Maintenance,ACTIVE
986,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Custom Manufacturing,ACTIVE
987,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Mass Production,ACTIVE
988,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Wholesale Supply,ACTIVE
989,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Retail Sales,ACTIVE
990,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Contract Manufacturing,ACTIVE
991,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Private label,ACTIVE
992,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Export,ACTIVE
993,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Import,ACTIVE
994,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Project Procurement,ACTIVE
995,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Maintenance,ACTIVE
996,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Corporate Procurement,ACTIVE
997,"Manufacturing, Trade & Agriculture",Furniture Manufacturing,Custom Products,ACTIVE
998,"Manufacturing, Trade & Agriculture",Building Materials,Custom Manufacturing,ACTIVE
999,"Manufacturing, Trade & Agriculture",Building Materials,Mass Production,ACTIVE
1000,"Manufacturing, Trade & Agriculture",Building Materials,Wholesale Supply,ACTIVE
1001,"Manufacturing, Trade & Agriculture",Building Materials,Retail Sales,ACTIVE
1002,"Manufacturing, Trade & Agriculture",Building Materials,Contract Manufacturing,ACTIVE
1003,"Manufacturing, Trade & Agriculture",Building Materials,Private label,ACTIVE
1004,"Manufacturing, Trade & Agriculture",Building Materials,Export,ACTIVE
1005,"Manufacturing, Trade & Agriculture",Building Materials,Import,ACTIVE
1006,"Manufacturing, Trade & Agriculture",Building Materials,Project Procurement,ACTIVE
1007,"Manufacturing, Trade & Agriculture",Building Materials,Maintenance,ACTIVE
1008,"Manufacturing, Trade & Agriculture",Printing & Packaging,Custom Manufacturing,ACTIVE
1009,"Manufacturing, Trade & Agriculture",Printing & Packaging,Mass Production,ACTIVE
1010,"Manufacturing, Trade & Agriculture",Printing & Packaging,Wholesale Supply,ACTIVE
1011,"Manufacturing, Trade & Agriculture",Printing & Packaging,Retail Sales,ACTIVE
1012,"Manufacturing, Trade & Agriculture",Printing & Packaging,Contract Manufacturing,ACTIVE
1013,"Manufacturing, Trade & Agriculture",Printing & Packaging,Private label,ACTIVE
1014,"Manufacturing, Trade & Agriculture",Printing & Packaging,Export,ACTIVE
1015,"Manufacturing, Trade & Agriculture",Printing & Packaging,Import,ACTIVE
1016,"Manufacturing, Trade & Agriculture",Printing & Packaging,Project Procurement,ACTIVE
