business_category_id,locale,block,category,subcategory
"1011","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Роздрібні продажі"
"1012","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Контрактне виробництво"
"1013","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Private label"
"1014","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Експорт"
"1015","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Импорт"
"1016","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Комплектація об’єктів"
"1017","uk","Виробництво, торгівля та агросектор","Поліграфія та пакування","Технічне обслуговування"
"1018","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Виробництво на замовлення"
"1019","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Серійне виробництво"
"1020","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Оптові поставки"
"1021","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Роздрібні продажі"
"1022","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Контрактне виробництво"
"1023","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Private label"
"1024","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Експорт"
"1025","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Импорт"
"1026","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Комплектація об’єктів"
"1027","uk","Виробництво, торгівля та агросектор","Сільське господарство та агросервіси","Технічне обслуговування"
"1028","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Корпоративні сайти"
"1029","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Інтернет-магазини"
"1030","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Лендинги"
"1031","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Каталоги товаров та услуг"
"1032","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Маркетплейси"
"1033","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Портали та особисті кабінети"
"1034","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Редизайн сайта"
"1035","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Frontend-разработка"
"1036","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Backend-разработка"
"1037","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","CMS-разработка"
"1038","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Інтеграція платіжних систем"
"1039","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Інтеграція CRM та ERP"
"1040","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Технічна поддержка сайтов"
"1041","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Оптимизация скорости"
"1042","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Багатомовні сайти"
"1043","uk","IT, маркетинг, дизайн і медіа","Розробка сайтів та e-commerce","Accessibility та ADA/WCAG"
"1044","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Аудит і консультація"
"1045","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Розробка з нуля"
"1046","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Доопрацювання та модернізація"
"1047","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Інтеграція"
"1048","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Технічна підтримка"
"1049","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Аутсорсинг"
"1050","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Впровадження"
"1051","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Навчання користувачів"
"1052","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Корпоративні рішення"
"1053","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Мобільні рішення"
"1054","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Хмарні рішення"
"1055","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Аналітика"
"1056","uk","IT, маркетинг, дизайн і медіа","Розробка програмного забезпечення","Інформаційна безпека"
"1057","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Аудит і консультація"
"1058","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Розробка з нуля"
"1059","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Доопрацювання та модернізація"
"1060","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Інтеграція"
"1061","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Технічна підтримка"
"1062","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Аутсорсинг"
"1063","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Впровадження"
"1064","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Навчання користувачів"
"1065","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Корпоративні рішення"
"1066","uk","IT, маркетинг, дизайн і медіа","Мобільні застосунки","Мобільні рішення"
"1067","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","AI-консалтинг"
"1068","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Чат-боти"
"1069","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Голосові асистенти"
"1070","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","AI-агенти"
"1071","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Автоматизация бизнес-процессов"
"1072","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Обработка документов с AI"
"1073","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Аналітика та прогнозирование"
"1074","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Компьютерное зрение"
"1075","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Распознавание речи"
"1076","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Генерация контента"
"1077","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Рекомендаційні системи"
"1078","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Інтеграція AI в CRM"
"1079","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Автоматизация клиентской поддержки"
"1080","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Корпоративні бази знань"
"1081","uk","IT, маркетинг, дизайн і медіа","Штучний інтелект та автоматизація","Навчання персонала работе с AI"
"1082","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Аудит і консультація"
"1083","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Розробка з нуля"
"1084","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Доопрацювання та модернізація"
"1085","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Інтеграція"
"1086","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Технічна підтримка"
"1087","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Аутсорсинг"
"1088","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Впровадження"
"1089","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Навчання користувачів"
"1090","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Корпоративні рішення"
"1091","uk","IT, маркетинг, дизайн і медіа","Хмарна інфраструктура та DevOps","Мобільні рішення"
"1092","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Аудит і консультація"
"1093","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Розробка з нуля"
"1094","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Доопрацювання та модернізація"
"1095","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Інтеграція"
"1096","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Технічна підтримка"
"1097","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Аутсорсинг"
"1098","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Впровадження"
"1099","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Навчання користувачів"
"1100","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Корпоративні рішення"
"1101","uk","IT, маркетинг, дизайн і медіа","Кібербезпека","Мобільні рішення"
"1102","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Аудит і консультація"
"1103","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Розробка з нуля"
"1104","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Доопрацювання та модернізація"
"1105","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Інтеграція"
"1106","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Технічна підтримка"
"1107","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Аутсорсинг"
"1108","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Впровадження"
"1109","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Навчання користувачів"
"1110","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Корпоративні рішення"
"1111","uk","IT, маркетинг, дизайн і медіа","IT-підтримка та системне адміністрування","Мобільні рішення"
"1112","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Маркетинговая стратегия"
"1113","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Лидогенерация"
"1114","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Контекстная реклама"
"1115","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Таргетированная реклама"
"1116","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Email-маркетинг"
"1117","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Медиабаинг"
"1118","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Маркетинговая аналитика"
"1119","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Автоматизация маркетинга"
"1120","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Local advertising"
"1121","uk","IT, маркетинг, дизайн і медіа","Інтернет-маркетинг та реклама","Аудит і консультація"
"1122","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","SEO-аудит"
"1123","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Технічне SEO"
"1124","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Семантическое ядро"
"1125","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Внутренняя оптимизация"
"1126","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Link building"
"1127","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Local SEO"
"1128","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Google Business Profile"
"1129","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Просування интернет-магазинов"
"1130","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","SEO-аналитика"
"1131","uk","IT, маркетинг, дизайн і медіа","SEO та локальне просування","Аудит і консультація"
"1132","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Стратегія соціальних мереж"
"1133","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Instagram"
"1134","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Facebook"
"1135","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","TikTok"
"1136","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","LinkedIn"
"1137","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","YouTube"
"1138","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Створення контента"
"1139","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Community management"
"1140","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Influencer marketing"
"1141","uk","IT, маркетинг, дизайн і медіа","Соціальні мережі та контент","Аналітика соціальних мереж"
"1142","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Фірмовий стиль"
"1143","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Логотип"
"1144","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Брендбук"
"1145","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Графічний дизайн"
"1146","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Веб-дизайн"
"1147","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Дизайн упаковки"
"1148","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Рекламні матеріали"
"1149","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Презентации"
"1150","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","UX/UI-дизайн"
"1151","uk","IT, маркетинг, дизайн і медіа","Дизайн та брендинг","Аудит і консультація"
"1152","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Аудит і консультація"
"1153","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Розробка з нуля"
"1154","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Доопрацювання та модернізація"
"1155","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Інтеграція"
"1156","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Технічна підтримка"
"1157","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Аутсорсинг"
"1158","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Впровадження"
"1159","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Навчання користувачів"
"1160","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Корпоративні рішення"
"1161","uk","IT, маркетинг, дизайн і медіа","Фото, відео та медіапродакшн","Мобільні рішення"
"1162","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Готелі"
"1163","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Апарт-отели"
"1164","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Хостели"
"1165","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Гостьові дома"
"1166","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Краткосрочная аренда"
"1167","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Бизнес-размещение"
"1168","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Сімейне размещение"
"1169","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Pet-friendly размещение"
"1170","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Конференц-сервис"
"1171","uk","Гостинність, освіта та побутові послуги","Готелі та апартаменти","Extended stay"
"1172","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Авіатури"
"1173","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Автобусні тури"
"1174","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Пляжний відпочинок"
"1175","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Гірськолижні тури"
"1176","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Круїзи"
"1177","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Ділові поїздки"
"1178","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Сімейні тури"
"1179","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Індивідуальні тури"
"1180","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Визовая поддержка"
"1181","uk","Гостинність, освіта та побутові послуги","Туристичні агентства та туроператори","Travel insurance"
"1182","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Европейская кухня"
"1183","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Украинская кухня"
"1184","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Итальянская кухня"
"1185","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Азиатская кухня"
"1186","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Американская кухня"
"1187","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Средиземноморская кухня"
"1188","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Fast casual"
"1189","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Сімейні ресторани"
"1190","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Банкети"
"1191","uk","Гостинність, освіта та побутові послуги","Ресторани, кафе та кейтеринг","Доставка їжі"
"1192","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Індивідуальне обслуговування"
"1193","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Сімейні послуги"
"1194","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Групові програми"
"1195","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Корпоративне обслуговування"
"1196","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Преміум-формат"
"1197","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Бюджетний формат"
"1198","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Онлайн-бронювання"
"1199","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Виїзне обслуговування"
"1200","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Дитячі послуги"
"1201","uk","Гостинність, освіта та побутові послуги","Організація заходів і весіль","Організація під ключ"
"1202","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Англійська мова"
"1203","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Німецька мова"
"1204","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Італійська мова"
"1205","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Французька мова"
"1206","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Українська мова"
"1207","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Румунська мова"
"1208","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Підготовка к IELTS та TOEFL"
"1209","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Професійні курси"
"1210","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Комп’ютерні курси"
"1211","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Бизнес-образование"
"1212","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Підготовка к школе"
"1213","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Репетиторство"
"1214","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Онлайн-обучение"
"1215","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Корпоративное обучение"
"1216","uk","Гостинність, освіта та побутові послуги","Освітні центри та мовні школи","Підготовка до ліцензування та іспитів"
"1217","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Daycare"
"1218","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Preschool"
"1219","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Сімейний дитячий садок"
"1220","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Післяшкільний догляд"
"1221","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Няня на дому"
"1222","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Babysitting"
"1223","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Летние лагеря"
"1224","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Развивающие занятия"
"1225","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Підготовка к школе"
"1226","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Догляд за дітьми з особливими потребами"
"1227","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Двомовні дитячі програми"
"1228","uk","Гостинність, освіта та побутові послуги","Дитячі садки та childcare","Почасовой childcare"
"1229","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Індивідуальне обслуговування"
"1230","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Сімейні послуги"
"1231","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Групові програми"
"1232","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Корпоративне обслуговування"
"1233","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Преміум-формат"
"1234","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Бюджетний формат"
"1235","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Онлайн-бронювання"
"1236","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Виїзне обслуговування"
"1237","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Дитячі послуги"
"1238","uk","Гостинність, освіта та побутові послуги","Ремонт побутової техніки та електроніки","Організація під ключ"
"1239","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Ветеринарні клініки"
"1240","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Груминг"
"1241","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Перетримка тварин"
"1242","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Вигул собак"
"1243","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Дресирування"
"1244","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Зоомагазини"
"1245","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Мобільний ветеринар"
"1246","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Pet sitting"
"1247","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Дневной уход за собаками"
"1248","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Перевозка тварин"
"1249","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Індивідуальне обслуговування"
"1250","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Сімейні послуги"
"1251","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Групові програми"
"1252","uk","Гостинність, освіта та побутові послуги","Послуги для домашніх тварин","Корпоративне обслуговування"
"1","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Консультации"
"2","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Подготовка документов"
"3","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Правовой или финансовый анализ"
"4","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Регистрация и оформление"
"5","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Представительство интересов"
"6","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Досудебное сопровождение"
"7","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Судебное или административное сопровождение"
"8","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Аудит и проверка"
"9","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Сопровождение сделок"
"10","ru","Право, финансы и безопасность","Юридические фирмы и адвокаты","Абонентское обслуживание бизнеса"
"11","ru","Право, финансы и безопасность","Иммиграционное право","Туристические визы"
"12","ru","Право, финансы и безопасность","Иммиграционное право","Рабочие визы и разрешения на работу"
"13","ru","Право, финансы и безопасность","Иммиграционное право","Студенческие визы"
"14","ru","Право, финансы и безопасность","Иммиграционное право","Семейное воссоединение"
"15","ru","Право, финансы и безопасность","Иммиграционное право","Временный вид на жительство"
"16","ru","Право, финансы и безопасность","Иммиграционное право","Постоянный вид на жительство"
"17","ru","Право, финансы и безопасность","Иммиграционное право","Гражданство и натурализация"
"18","ru","Право, финансы и безопасность","Иммиграционное право","Бизнес-иммиграция"
"19","ru","Право, финансы и безопасность","Иммиграционное право","Инвестиционная иммиграция"
"20","ru","Право, финансы и безопасность","Иммиграционное право","Убежище и гуманитарная защита"
"21","ru","Право, финансы и безопасность","Иммиграционное право","Депортация и removal defense"
"22","ru","Право, финансы и безопасность","Иммиграционное право","Иммиграционные апелляции"
"23","ru","Право, финансы и безопасность","Иммиграционное право","Продление и изменение статуса"
"24","ru","Право, финансы и безопасность","Иммиграционное право","Работодательские иммиграционные петиции"
"25","ru","Право, финансы и безопасность","Иммиграционное право","Консульское сопровождение"
"26","ru","Право, финансы и безопасность","Иммиграционное право","Relocation и адаптация после переезда"
"27","ru","Право, финансы и безопасность","Семейное право","Консультации"
"28","ru","Право, финансы и безопасность","Семейное право","Подготовка документов"
"29","ru","Право, финансы и безопасность","Семейное право","Правовой или финансовый анализ"
"30","ru","Право, финансы и безопасность","Семейное право","Регистрация и оформление"
"31","ru","Право, финансы и безопасность","Семейное право","Представительство интересов"
"32","ru","Право, финансы и безопасность","Семейное право","Досудебное сопровождение"
